Entity,SOP,SubSOP,Module_Name,RoleName,Source,Flag
Scott Electric Distribution,FINANCIAL,Accounts Receivable,02_Ship-to Setup,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,General Ledger,01_Create New Vendor,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,06_Run AR Year End Processing Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,14_Enter Trade Invoice - PO Price Adjustment,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,General Ledger,05_Account Inquiry and Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,03_Inquire on Vendor Info,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,03_Run the Aging Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,05_(ARRP) Period Analysis Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,21_Review Journal,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,02_Enter a Credit Memo,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,13_Apply Account Credits to Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,01_Release Credit Hold,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,23_Invoice Processing,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,04_Returned Check,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,08_Enter a Credit Memo,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,11_Apply Payment Using Split Check,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,05_Apply Payment to Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,01_Create Invoice Process Group,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,05_Customer Invoice Modification,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,"02_Customer Inquiry with Past Due Invoices, Large Dollar Amount Balance",CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,19_Select Invoices for Payment,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,15_Apply Misc Cash,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,08_Process Short Payment,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,02_Enter and Process Expense Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,02_Run ARER Roll Balances asses Service Charge,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,18_Enter Trade Invoice - PO Correction,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,12_Create New Trade Vendor,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,23_Enter Invoice for Misc Vendor,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,,Quiz Level 2 | Accounts Payable,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,09_Apply Short Payment with Write-Off,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,16_Customer Statement Print,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,09_Enter a Misc Credit,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,14_Enter Trade Invoice - Price Deduction,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,18_Process Overpayment,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,07_Apply Payment to Oldest Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,07_Perform a Reversal,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,15_Enter Trade Invoice - Add On Charges,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,10_Enter a Debit Memo,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,"04_Change Vendor Invoice - Due Date, Discount Rate",CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,20_AP Vendor Entry Pay Invoice Due Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,03_Run Customer Statement (ARES),CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,,Quiz Level 2 | Accounts Receivable,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,17_Payment Reversal,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,24_Process Payable Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,16_Enter Trade Invoice - Reconcile Against Multiple POs,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,01_Customer Setup,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,06_Change Payment to Split Payment Schedule,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,21_Print Checks,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,10_Apply Payment with Unearned Discount,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,22_Run Credit Card Receive on Account,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,19_Refund Customer via Check,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Payable,13_Enter Trade Invoice - PO Matches,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,24_Tax Adjustment Correction,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,03_Short Pay with Sales Tax,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,06_Apply Payment to Multiple Invoices,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,12_Apply Credit to Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,04_Perform a Credit Review on a Customer Account,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Accounts Receivable,01_Enter an Invoice,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,03_Run the Aging Report,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,01_Release Credit Hold,CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,"02_Customer Inquiry with Past Due Invoices, Large Dollar Amount Balance",CORE_MNS,ALL,R
Scott Electric Distribution,FINANCIAL,Credit,04_Perform a Credit Review on a Customer Account,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,00_Basic Warehouse,03_Order Inquiries,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,00_Basic Warehouse,002_INQUIRE ON PRODUCT AVAILABILITY,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,00_Basic Warehouse,01_Product Inquiry,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,03_Print Count Sheets,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,08_Run Physical Count Sheet,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,"01_Ship Sales Order, Include Addons",CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,02_Short Receive PO,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,02_Run either the IC Entry Cycle Count Report or the IC Entry Physical Count Report,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,11_Adjust Inventory to Unavailable,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,07_Run WT Entry Recommended Replenishment Action Report,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,09.3_Run Results Report in ICEPW,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,10_Add Items to a Count During Count Entry,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,07_Edit Entered Counts,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,05_Perform Shipping Feedback to Ship Order,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,04_Enter the Count into CSD Using Count Entry Function,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,07_Unship an Order,CORE_MNS,ALL,R
Scott Electric Distribution,OPERATIONS,02_Warehouse,05_Run the Reconciliation Report,CORE_MNS,ALL,R
Scott Electric Distribution,PJM,01_Basic Bidding Process,03_Establish Job Entry,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,07_Add Customer Documents to a Job Entry,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,06_Add Vendor Details to Project Entry,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,05_Add Bidder Details to Project Entry,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,02_Verify Customer Eligibility,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,04_View Job in Bidding Calendar,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,05_Email Customer Quote,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,01_Organize Vendor Quote in Excel for Upload,CORE_MNS,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,03_Create the Customer Quote,CORE_MNS,NONE,Z
Scott Electric Distribution,PURCHASING,03_Basic Product Line Setup,01_Set Up New Product Line,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,04_Review Line Item Details,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,03_Review and Modify RRAR Record,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,13_Add Items Using Easy Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,08_Correcting an Over Under Receipt,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,15_Add Nonstock Items to a Purchase Order Using Advanced Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,11_Cancel PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,07_Tying a PO RM to a Sales Order Line,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,,TEST WITH HELEN,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,01_Manual Entry of a Warehouse Transfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,02_View RRAR Records,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,04.5_Create Warehouse Transfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,01_How to Use the Quote Modification,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06_Demand Tasks (DEM),02_Merge POs_Print POs_Generate Exception Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,03_Acknowledge Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06_Demand Tasks (DEM),06_Review Exception Processing Center Screen,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,03_Blanket POs,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,14_Add Items to Purchase Order Using Advanced Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,04_Accumulative POs,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,10_Correcting a Wrong Cost Receipt,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06.5_Run Reports,01_Print PO Expedite Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,09_Consolidate Multiple RRARS for Different Vendor Product Lines or Warehouses,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06.5_Run Reports,03_Print Fill Report by Class Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,06_Returning an Acknowledged PO to the Printed Stage,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,08_Create Quote PO with Notes and Comments,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,04_Maintaining a Warehouse Tranfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,03_Run the WTERR,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,06_Canceling a Warehouse Transfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,07_Tying a Warehouse Transfer to a Customer Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,05_Notes on a Warehouse Transfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,07_Adjust RARR Quantities Using Increase-Decrease Function in PO Demand Center,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,02_Add Items to PO and Finish It,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,01_Create Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,05_Returning a Core Product,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,05_Update or Validate Quantities Needed,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,01_Generate RRAR,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,10_Apply Hold and Approve Held PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06_Demand Tasks (DEM),04_Generate IC Admin Inventory Classification and Rank Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,06_Accept Replenishments,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,01_Purchase Order Submit PO to Vendor,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06.5_Run Reports,02_Print Inventory Turnover Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,09_Correcting a Wrong Product Receipt,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,,Quiz Level 2 | Purchasing,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06_Demand Tasks (DEM),03_Generate IC Admin Review Cycle Adjustment Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,07_Warehouse Transfers,02_Approving a Warehouse Transfer That is on Hold,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06.5_Run Reports,05_Print Surplus Stock Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,03.5_Perform Lookups in a PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,05_Locate PO Using PO Inquiry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,02_Determining Extra Stock to Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,06_Change PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,04_Finish the Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,02_Purchase Order Maintain PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,05_Return Merchandise PO to Shipment,01_Initiate Vendor Return,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06_Demand Tasks (DEM),01_View Consolidation Info in Demand Center,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,09_Print PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,03_Purchase Order Apply Add Ons and Discounts,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,07_Copy PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,06.5_Run Reports,04_Print Gap Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,11_Merge POs_Print POs_Genrerate Exception Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,13_Add Items Using Easy Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,15_Add Nonstock Items to a Purchase Order Using Advanced Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,11_Cancel PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,04.5_Create Warehouse Transfer,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,14_Add Items to Purchase Order Using Advanced Line Entry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,08_Create Quote PO with Notes and Comments,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,02_Add Items to PO and Finish It,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,01_Create Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,10_Apply Hold and Approve Held PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,03.5_Perform Lookups in a PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,05_Locate PO Using PO Inquiry,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,06_Change PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,04_Finish the Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,09_Print PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,03_Purchase Order Apply Add Ons and Discounts,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,07_Copy PO,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,04_Review Line Item Details,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,03_Review and Modify RRAR Record,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,02_View RRAR Records,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,09_Consolidate Multiple RRARS for Different Vendor Product Lines or Warehouses,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,07_Adjust RARR Quantities Using Increase-Decrease Function in PO Demand Center,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,05_Update or Validate Quantities Needed,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,01_Generate RRAR,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,06_Accept Replenishments,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,11_Merge POs_Print POs_Genrerate Exception Report,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,03_Basic Product Line Setup,01_Set Up New Product Line,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,03_Acknowledge Purchase Order,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,01_Purchase Order Submit PO to Vendor,CORE_MNS,ALL,R
Scott Electric Distribution,PURCHASING,04_PO Print to Receipt,02_Purchase Order Maintain PO,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,05_Product Management,05_Add Special Order Product to Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,06_Lookup and Inquiry,02_Use Order Inquiry to Search Orders,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,"02_Review Taxes, Totals, Payments for Stock Customer Sales Order",CORE_MNS,ALL,R
Scott Electric Distribution,SALES,,Quiz Level 2 | Sales,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,03_Enter a Direct Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,06_Lookup and Inquiry,01_Perform Lookups in Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,01_Add Items to Stock Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,02_Enter a Quote Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,05_Product Management,04_Add Catalog Product to Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,04_Order Copying and Conversion,01_Copy Quote Order to a Stock Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,01_Enter Stock Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,07_Enter a Return Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,06_Enter a Non-Stock Product on an Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,04_Enter a Counter Sales Order and Record Tender Payments,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,03_Use Order Inquiry to Search for Orders,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,01_Review the Shopping List,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,"04_Add Comments, Notes to Customer Sales Order",CORE_MNS,ALL,R
Scott Electric Distribution,SALES,BATTERY,01_Process Core as Return Merchandise,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,04_View Units of Measure,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,03_Enter Stock Sales Order and Change Line Items,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,07_Wire Order Placement,01_Wire Order Placement,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,04_Order Copying and Conversion,02_Copy Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,,sales order example,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,06_Suspend an Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,05_Manually Apply Hold and Approve Held Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,02_Adjust Line Items,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,03_Enter a Direct Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,02_Enter a Quote Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,01_Enter Stock Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,07_Enter a Return Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,06_Enter a Non-Stock Product on an Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,01_Order Entry,04_Enter a Counter Sales Order and Record Tender Payments,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,01_Add Items to Stock Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,"04_Add Comments, Notes to Customer Sales Order",CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,03_Enter Stock Sales Order and Change Line Items,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,06_Suspend an Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,05_Manually Apply Hold and Approve Held Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,02_Order Modification,02_Adjust Line Items,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,"02_Review Taxes, Totals, Payments for Stock Customer Sales Order",CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,03_Use Order Inquiry to Search for Orders,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,01_Review the Shopping List,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,03_Order Review,04_View Units of Measure,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,04_Order Copying and Conversion,01_Copy Quote Order to a Stock Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,04_Order Copying and Conversion,02_Copy Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,05_Product Management,05_Add Special Order Product to Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,05_Product Management,04_Add Catalog Product to Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,06_Lookup and Inquiry,02_Use Order Inquiry to Search Orders,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,06_Lookup and Inquiry,01_Perform Lookups in Customer Sales Order,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,07_Wire Order Placement,01_Wire Order Placement,CORE_MNS,ALL,R
Scott Electric Distribution,SALES,BATTERY,01_Process Core as Return Merchandise,CORE_MNS,ALL,R
Scott Electric Distribution,Basics,,Log into UAP,Counter,ALL,R
Scott Electric Distribution,Basics,,CSD Basics,Counter,ALL,R
Scott Electric Distribution,PJM,01_Basic Bidding Process,03_Establish Job Entry,Counter,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,07_Add Customer Documents to a Job Entry,Counter,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,06_Add Vendor Details to Project Entry,Counter,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,05_Add Bidder Details to Project Entry,Counter,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,02_Verify Customer Eligibility,Counter,NONE,Z
Scott Electric Distribution,PJM,01_Basic Bidding Process,04_View Job in Bidding Calendar,Counter,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,05_Email Customer Quote,Counter,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,01_Organize Vendor Quote in Excel for Upload,Counter,NONE,Z
Scott Electric Distribution,PJM,04_Customer Quote Creation,03_Create the Customer Quote,Counter,NONE,Z
Scott Electric Distribution,PURCHASING,03_Basic Product Line Setup,01_Set Up New Product Line,Counter,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,04_Review Line Item Details,Counter,ALL,R
Scott Electric Distribution,PURCHASING,02_Replinishment Action Report Tasks,03_Review and Modify RRAR Record,Counter,ALL,R
Scott Electric Distribution,PURCHASING,01_Purchase Order Entry to Print,13_Add Items Using Easy Line Entry,Counter,ALL,R
Scott Electric Distribution,PURCHASING,08_Miscellaneous,08_Correcting an Over Under Receipt,Counter,ALL,R
